  4	6.558
  5	8.206
  6	9.880
  7	11.50
  8	13.14
  9	14.82
  10	16.40
  11	18.04
  12	19.68
  13	21.32
  14	22.96
  15	24.60
  16	26.24
  17	27.88
  18	29.52
