0	0.69315
1	4.15889
2	7.62462
3	8.31777
4	13.87169
5	15.25508
6	19.73339
7	21.50798
8	25.33743
9	27.36788
10	30.75550
11	32.95596
12	36.03166
13	38.33972
14	41.19336
15	43.56235
16	46.25764
17	48.65362
18	51.23533
19	53.63507
20	56.13392
21	58.52265
22	60.95928
23	63.32846
24	65.71651
25	68.06180
26	70.41027
27	72.73001
28	75.04490
29	77.33896
30	79.62439
31	81.89350
32	84.15243
33	86.39767
34	88.63233
35	90.85495
36	93.06714
37	95.26839
38	97.45958
39	99.64064
40	101.81212
41	103.97411
42	106.12699
43	108.27093
44	110.40622
45	112.53306
46	114.65167
47	116.76226
48	118.86502
49	120.96015
50	123.04783
51	125.12823
52	127.20152
53	129.26786
54	131.32741
55	133.38032
56	135.42673
57	137.46678
58	139.50061
59	141.52834
60	143.55011
61	145.56603
62	147.57621
63	149.58079
64	151.57985
65	153.57352
66	155.56189
67	157.54507
68	159.52315
69	161.49623
70	163.46439
71	165.42774
72	167.38635
73	169.34031
74	171.28970
75	173.23461
76	175.17511
77	177.11127
78	179.04318
79	180.97090
80	182.89450
81	184.81406
82	186.72963
83	188.64130
84	190.54911
85	192.45314
86	194.35344
87	196.25007
88	198.14310
89	200.03258
90	201.91857
91	203.80112
92	205.68028
93	207.55611
94	209.42866
95	211.29799
96	213.16413
97	215.02715
98	216.88708
99	218.74398
100	220.59789
101	222.44885
102	224.29692
103	226.14213
104	227.98453
105	229.82416
106	231.66106
107	233.49528
108	235.32684
109	237.15581
110	238.98220
111	240.80607
112	242.62744
113	244.44637
114	246.26287
115	248.07700
116	249.88878
117	251.69826
118	253.50546
119	255.31043
120	257.11319
121	258.91378
122	260.71224
123	262.50859
124	264.30288
125	266.09513
126	267.88537
127	269.67364
128	271.45998
129	273.24440
130	275.02695
131	276.80765
132	278.58654
133	280.36365
134	282.13900
135	283.91263
136	285.68457
137	287.45485
138	289.22349
139	290.99054
140	292.75600
141	294.51992
142	296.28233
143	298.04324
144	299.80269
145	301.56071
146	303.31731
147	305.07254
148	306.82640
149	308.57892
150	310.33014
151	312.08006
152	313.82871
153	315.57611
154	317.32227
155	319.06722
156	320.81096
157	322.55351
158	324.29489
159	326.03510
160	327.77414
161	329.51203
162	331.24877
163	332.98435
164	334.71879
165	336.45207
166	338.18418
167	339.91514
168	341.64491
169	343.37349
170	345.10087
171	346.82703
172	348.55196
173	350.27562
174	351.99801
175	353.71909
176	355.43884
177	357.15723
178	358.87424
179	360.58984
180	362.30399
181	364.01666
182	365.72782
183	367.43744
184	369.14548
185	370.85190
186	372.55668
187	374.25977
188	375.96114
189	377.66076
190	379.35859
191	381.05458
192	382.74872
193	384.44095
194	386.13125
195	387.81959
196	389.50591
197	391.19020
198	392.87242
199	394.55254
200	396.23051
201	397.90632
202	399.57993
203	401.25130
204	402.92041
205	404.58723
206	406.25172
207	407.91386
208	409.57363
209	411.23098
210	412.88590
211	414.53836
212	416.18833
213	417.83578
214	419.48069
215	421.12304
216	422.76280
217	424.39994
218	426.03444
219	427.66629
220	429.29544
221	430.92189
222	432.54561
223	434.16657
224	435.78476
225	437.40015
226	439.01272
227	440.62245
228	442.22932
229	443.83331
230	445.43439
231	447.03255
232	448.62777
233	450.22002
234	451.80929
235	453.39555
236	454.97879
237	456.55898
238	458.13611
239	459.71015
240	461.28109
241	462.84891
242	464.41359
243	465.97510
244	467.53343
245	469.08857
246	470.64048
247	472.18915
248	473.73457
249	475.27671
250	476.81556
251	478.35109
252	479.88328
253	481.41213
254	482.93760
255	484.45968
256	485.97835
257	487.49359
258	489.00538
259	490.51371
260	492.01855
261	493.51989
262	495.01770
263	496.51197
264	498.00268
265	499.48981
266	500.97333
267	502.45324
268	503.92951
269	505.40213
270	506.87106
271	508.33631
272	509.79783
273	511.25563
274	512.70967
275	514.15994
276	515.60642
277	517.04909
278	518.48793
279	519.92292
280	521.35405
281	522.78129
282	524.20462
283	525.62402
284	527.03948
285	528.45098
286	529.85849
287	531.26200
288	532.66148
289	534.05693
290	535.44831
291	536.83561
292	538.21881
293	539.59789
294	540.97283
295	542.34361
296	543.71021
297	545.07261
298	546.43079
299	547.78474
300	549.13442
301	550.47983
302	551.82094
303	553.15774
304	554.49019
305	555.81829
306	557.14201
307	558.46134
308	559.77624
309	561.08671
310	562.39272
311	563.69426
312	564.99130
313	566.28382
314	567.57180
315	568.85522
316	570.13407
317	571.40832
318	572.67795
319	573.94294
320	575.20327
321	576.45893
322	577.70988
323	578.95611
324	580.19760
325	581.43433
326	582.66628
327	583.89343
328	585.11576
329	586.33324
330	587.54586
331	588.75359
332	589.95642
333	591.15432
334	592.34728
335	593.53527
336	594.71827
337	595.89626
338	597.06923
339	598.23714
340	599.39999
341	600.55774
342	601.71038
343	602.85789
344	604.00024
345	605.13741
346	606.26939
347	607.39616
348	608.51768
349	609.63395
350	610.74493
351	611.85062
352	612.95098
353	614.04600
