0.1	190
0.2	188
0.3	176
0.4	129
0.5	7
0.6	5
0.7	4
0.8	3
0.9	3
1.0	3
1.1	3
1.2	3
1.3	1
1.4	1
1.5	1
1.6	1
1.7	1
1.8	1
1.9	1
2.0	1
2.1	1
2.2	1
2.3	1
2.4	1
2.5	1
2.6	1
