 -0.43431666 -0.24508594
  0.44015207 -0.69828325
 -0.45193284  0.37436783
 -0.31765130  0.23138605
  0.05369468 -0.47430839
  0.22027745  0.39797478
  0.26312964  0.57066769
  0.12738519 -0.35266805
  0.01178648 -0.51407072
  0.17462432  0.29671823
  0.28372343  0.36675902
 -0.26362853  0.16105938
 -0.25290055  0.28440258
 -0.11592128  0.11497603
  0.47104919  0.19305966
 -0.03069227  0.35274927
 -0.50163252  0.28389863
  0.14693313  0.49453517
 -0.10078640 -0.28915735
 -0.12314594 -0.39321761
  0.57559848 -0.15779073
  0.08316686  0.39948630
 -0.51318133  0.69342844
  0.24848127  0.71831936
 -0.34173954 -0.03200289
 -0.48240638  0.03754201
  0.19320695  0.14850719
 -0.10306377 -0.55896381
 -0.01485729  0.38500587
  0.08356605  1.44476903
 -0.41432383 -5.07450717
 -0.04394896  0.35361315
  0.08152506  1.96303630
  0.13601038 -0.15594943
 -0.45004127  1.19702957
  0.43747115 -0.06903357
  0.12603829  1.30444091
  0.31087303 -0.68483496
  0.41773152  2.37529595
 -0.37333868 -0.19048419
  0.13156793  2.75173427
  0.01951754  3.39297453
 -0.20234606  1.52117378
  0.22170517 -2.10443429
  0.00808847 -2.97568962
  0.23760245  2.27442906
  0.42033334  1.07580335
  0.26712506  0.55412955
  0.27972379 -1.46884468
  0.37172306 -2.20539739
  0.30799470  0.23463795
 -0.46558692  3.94278979
  0.50657566  1.56046446
 -0.22496052 -0.61967583
  0.40510833 -2.56710239
 -0.50080812  3.30153025
  0.33663504  2.51394392
  0.12964990  0.74254890
  0.48112350  1.93001442
  0.11242440  1.98009182
  0.48995469 -1.20080703
 -0.24064243 -1.32181992
 -0.14661326 -2.53610741
  0.13537002 -3.45115474
  0.32755537  1.29319438
  0.45067234  1.63973171
  0.25203001 -4.84465969
 -0.01777875 -3.51295065
  0.13498843 -1.00736531
 -0.20531781  3.31526554
 -0.51819949  1.22170655
  0.58625350 -0.18942597
 -0.20256207 -1.32866001
  0.59591653 -3.45475018
 -0.55012693 -1.43818193
 -0.19765356  0.97486243
 -0.18486500  4.34815005
 -0.45095050 -1.10770307
 -0.33243842  3.20562206
  0.08811700  1.12696791
  0.52047086 -1.07109199
  0.09197474  4.82367150
 -0.59704936 -2.16030139
  0.05179145  0.03762451
 -0.25932906  1.04312093
 -0.50447674 -1.49803399
  0.42258432 -2.70890373
 -0.21565804  1.68717303
  0.32243664  3.40967733
 -0.22993648 -5.13749058
  0.41535316  1.02981004
 -0.39713230 -0.39489802
 -0.24706049 -3.08859699
  0.32795928 -2.99805172
  0.32141268  4.12892277
 -0.04751544  3.11433226
  0.09142134 -3.90636134
 -0.00181868 -0.95366418
  0.20205295  0.83181613
  0.16113088 -1.85096056
  0.01774127 -0.85211306
 -0.31115963 -1.48957419
 -0.35175033  0.91781766
 -0.54349637 -0.78793951
  0.06882648  0.98867951
  0.19456344 -1.61660233
  0.21144297  1.80486296
 -0.28089459  1.36658756
 -0.52819941 -4.60478380
  0.12225988  0.79064916
 -0.02215483  0.23310338
 -0.10117636  3.96222436
 -0.37095294 -1.25790632
  0.57827325  1.20060172
 -0.09214489  3.09414125
 -0.19832003  0.30228458
 -0.21700029 -0.75029048
  0.24538493 -3.25382296
 -0.54937913 -3.08433703
 -0.22026787  1.47618854
 -0.56784303  1.00760903
  0.15636199  0.66239319
  0.02058814 -5.00901366
 -0.49656765 -2.04167512
 -0.52783263 -1.45607606
  0.06282213  0.90950259
  0.23874600 -0.32217669
  0.39992280  0.65216478
